HAGR_ID,Organism_Kingdom,Organism_Phylum,Organism_Class,Organism_Order,Organism_Family,Organism_Genus,Organism_Species,Organism_Common_Name,Female_Maturity_in_Days,Male_Maturity_in_Days,Gestation_or_Incubation_Days,Weaning_Days,Litter_Clutch_Size,Litters_Clutches_Per_Year,Interlitter_Interbirth_Interval,Birth_Weight_in_Grams,Weaning_Weight_in_Grams,Adult_Weight_in_Grams,Growth_Rate,Maximum_Longevity_Years,Source,Specimen_Origin,Sample_Size,Data_Quality,IMR_Per_Year,MRDT_in_Years,Metabolic_Rate_in_Weeks,Body_Mass_in_Grams,Temperature_in_Kelvin,References
1897,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,flavus,Kinkajou,820,550,115,119,1,1,365,175,,3000,0.0102,38.4,671,captivity,medium,acceptable,,,4.294,2318,309.25,"36,420,434,455,610,600,000,000"
1898,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,cancrivorus,Crab-eating raccoon,365,365,63,,3,,,71,,6270,,19,671,captivity,small,acceptable,,,2.588,1160,310.15,"36,420,434,455,610,600"
1899,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Common raccoon,365,365,63,91,4,1,365,80,1175,6000,0.0153,21,671,captivity,large,acceptable,,,10.428,4842.2,311.15,"36,420,434,441,455,600,000"
1900,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,melanoleuca,Giant panda,2192,2192,48,182,1.5,0.7,548,110,22000,117500,0.0028,36.8,671,captivity,small,acceptable,,,,,,"774,344,556,106,716,000,000,000,000"
1901,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Helarctos,malayanus,Sun bear,2372,,95,90,1,,,325,,46000,,35.9,671,captivity,medium,acceptable,,,,,311.25,"4,344,484,556,106,710,000"
1902,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Melursus,ursinus,Sloth bear,1095,1095,198,76,1.5,,1095,400,,100000,,33.3,671,captivity,medium,acceptable,,,47.064,66957,,"364,344,484,556,711,000"
1903,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled bear,,,228,90,1.5,,,320,,109250,,39,671,captivity,medium,acceptable,,,,,,"4,344,556,711,142"
1904,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,americanus,American black bear,1278,1278,70,198,2,0.4,730,277.5,14050,154250,0.0029,34,671,captivity,large,acceptable,,,,,,"79,434,455,558,559,600,000,000,000,000,000"
1905,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,arctos,Brown bear,1313,1313,103,213,2,0.4,852,510,26000,277500,,40,671,captivity,large,acceptable,,,,,310.45,"4,344,556,106,716,800,000,000,000"
1906,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,maritimus,Polar bear,1734,1734,65,303,2,0.4,750,665,27000,475000,0.0022,43.8,671,captivity,medium,acceptable,,,,,309.95,"75,76,77,78,79,434,455,610,671,680,731,955,978,1054,1136,1143"
1907,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,thibetanus,Asiatic black bear,1095,1095,228,99,2,,365,463,,103750,,39.2,671,captivity,medium,acceptable,,,,,310.65,"4,344,556,719,551,020"
1908,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Arctictis,binturong,Binturong,925,840,92,79,2,2,348,318,2100,12250,,27,671,captivity,medium,acceptable,,,12.747,14280,309.85,"36,420,434,455,610,600,000"
1909,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Arctogalidia,trivirgata,Small-toothed palm civet,1095,,45,61,2.5,2,182,,,2250,,16.1,671,captivity,small,acceptable,,,3.085,2010,309.35,"36,420,434,455,671,900"
1910,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Chrotogale,owstoni,Owston's palm civet,,,61,,2,1.5,,81.5,,3250,,,,unknown,tiny,low,,,,,,"434,671"
1911,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Civettictis,civetta,African civet,365,213,65,120,2.5,2.2,221,380.5,1514,13666.7,,28,671,captivity,small,acceptable,,,,,,"434,455,610,671,680"
1912,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Cynogale,bennettii,Otter civet,,,,,2,,,,,4000,,,,unknown,small,low,,,,,,"434,455,671"
1913,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,abyssinica,Abyssinian genet,,,,,,,,,,1650,,,,unknown,small,low,,,,,,"671,730"
1914,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,genetta,Small-spotted genet,1479,,78,62,2,2,182,77.75,,1866.7,0.0059,22.7,671,captivity,medium,acceptable,,,,,,"434,455,573,610,671,000,000,000"
1915,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,maculata,Panther genet,,,,,2.3,,,,,2225,,20,671,captivity,tiny,acceptable,,,,,,"455,610,671"
1916,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,pardina,Pardine genet,1461,,,,2.5,,,71.5,,2000,,,,unknown,small,low,,,,,,"455,520"
1917,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,servalina,Servaline genet,,,,,1.5,,,,,1055,,,,unknown,small,low,,,,,,"455,671,730"
1918,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,tigrina,Large-spotted genet,1461,,70,59,2.5,2,304,71.5,,1820,,21.3,671,captivity,small,acceptable,,,4.189,1699,310.15,"36,420,455,610,671,900"
1919,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Hemigalus,derbyanus,Banded palm civet,,,,71,2,,,125,,2400,,16,671,captivity,tiny,acceptable,,,,,,"434,455,671,673"
1920,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paguma,larvata,Masked palm civet,,,,,2.3,2,182,,,4300,,27.4,671,captivity,small,acceptable,,,,,,"434,455,671,978"
1921,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus,hermaphroditus,Asian palm civet,341,,60,,3.4,2,182,88.65,,3100,0.0087,24.5,671,captivity,tiny,acceptable,,,5.534,3282.6,309.65,"36,420,434,455,610,600,000,000,000"
1922,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Prionodon,linsang,Banded linsang,,,,,2.25,,182,40,,700,,,,unknown,small,low,,,,,,"455,671,978"
1923,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Viverra,civettina,Malabar civet,,,,,,,,,,12061,,15.4,671,captivity,tiny,questionable,,,,,,"671,978"
1924,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Viverra,tangalunga,Malayan civet,,,,,2,,,,,7350,,15,671,captivity,small,questionable,,,,,,"455,671,730"
1925,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Viverra,zibetha,Large indian civet,,,80,30,3,2,182,,,10000,,21.7,671,captivity,small,acceptable,,,,,,"434,455,610,671,978"
1926,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Viverricula,indica,Small Indian civet,,,,129,3.88,,,,,3000,,,,unknown,tiny,low,,,,,,"434,455,671"
1928,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Balaena,mysticetus,Bowhead whale,8212,8212,396,365,1,0.3,1642,900000,,100000000,,211,21,wild,medium,acceptable,,,,,,"21,49,434,447,455,538,610,680,890,978,1136"
1929,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,australis,Southern right whale,3285,,365,,1,0.3,1214,910000,,45000000,,70,434,wild,medium,acceptable,,,,,,"434,447,455,978"
1930,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,glacialis,North atlantic right whale,2920,2920,350,213,1,0.29,1445,794328,,23000000,,67,642,wild,medium,acceptable,,,,,,"434,443,455,538,642,000"
1931,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,Common minke whale,2740,2740,312,183,1,1,470,320000,,7500000,,50,542,wild,medium,acceptable,,,,,,"434,447,455,538,542,000,000,000"
1932,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,borealis,Sei whale,3652,3652,345,266,1,0.5,730,680000,,20000000,,74,1,wild,medium,acceptable,,,,,,"1,434,447,455,538,610,000"
1933,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,edeni,Bryde's whale,3104,3104,376,274,1,0.5,,1000000,,16000000,,72,1,wild,medium,acceptable,,,,,,"1,434,443,455,610,680"
1934,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,musculus,Blue whale,1827,1827,350,182,1,0.4,914,2000000,17000000,136000000,,110,1,wild,medium,acceptable,,,,,,"1,434,441,455,538,610,000"
1935,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,physalus,Fin whale,2701,2864,342,183,1,0.4,608,1800000,,70000000,,114,434,wild,medium,acceptable,,,,,,"434,455,538,610,680"
1936,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,novaeangliae,Humpback whale,1643,1643,342,236,1,0.5,657,1350000,,30000000,,95,573,wild,medium,acceptable,,,,,309.15,"43,445,553,857,361,000,000,000,000"
1937,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,commersonii,Commerson's dolphin,2008,2008,350,,1,,,6600,,50000,,,,unknown,small,low,,,,,,"434,443,455,671"
1938,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,hectori,Hector's dolphin,2829,2829,,,1,0.42,,,,56000,,,,unknown,small,low,,,,,,"434,443,455"
1939,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus,delphis,Short-beaked saddleback dolphin,1754,1583,301,345,1,0.4,548,7000,40000,80000,,,,unknown,small,low,,,,,,"434,443,455,610,671,000"
1940,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,macrorhynchus,Short-finned pilot whale,3470,5332,452,730,1,0.2,1095,60000,,2200000,,63,1,wild,medium,acceptable,0.017,20,,,,"14,344,434,464,555,300,000,000,000,000"
1941,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,melas,Long-finned pilot whale,2470,4380,450,812,1,0.2,,109667,,1060000,,60,671,captivity,tiny,acceptable,0.015,10,,,,"4,344,434,555,386,100,000,000,000,000"
1942,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Grampus,griseus,Risso's dolphin,,,365,,1,,,,,425000,,42.5,671,captivity,tiny,acceptable,,,,,,"434,455,671"
1943,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenodelphis,hosei,Fraser's dolphin,2646,,335,,1,,,,,164000,,,,unknown,small,low,,,,,,"434,455,538,610,615"
1944,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,acutus,Atlantic white-sided dolphin,2231,,316,548,1.25,0.4,,24000,,208000,,27,1,wild,medium,acceptable,,,,,,"1,434,455,538,680"
1945,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,3832,,320,,1,,,14000,,103000,,46,671,captivity,small,acceptable,,,,,,"434,455,538,671"
1946,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcaella,brevirostris,Irrawaddy dolphin,1826,1826,426,471,1,,,12300,45000,190000,,30,624,wild,medium,acceptable,,,,,,"434,443,455,624"
1947,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus,orca,Killer whale,3780,4930,435,471,1,0.2,1096,180000,,3987500,,90,784,wild,medium,acceptable,,14,,,309.15,"43,444,345,553,857,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1948,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Peponocephala,electra,Melon-headed whale,4290,2465,365,,1,,,,,206000,,47,1,wild,medium,acceptable,,,,,,"1,434,455"
1949,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Pseudorca,crassidens,False killer whale,3468,6756,451,730,1,0.1,1096,,,748000,,62.5,671,captivity,small,acceptable,,,,,309.75,"4,344,434,555,386,710,000,000"
1950,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Sotalia,fluviatilis,River dolphin,,,325,,1,,,,,46666.7,,,,unknown,small,low,,,,,,"434,455,671"
1951,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Sousa,chinensis,Indo-Pacific humpbacked dolphin,,,,150,1,,,,,280000,,,,unknown,small,low,,,,,,"4,556,717,309,781,230"
1952,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,attenuata,Pantropical spotted dolphin,2983,3956,345,543,1,0.3,1123,10000,,112500,,46,1,wild,medium,acceptable,,,,,,"1,434,455,538,610,680"
1953,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,coeruleoalba,Striped dolphin,2834,3025,350,480,1.5,0.3,1253,10000,,112500,,57.5,500,wild,medium,acceptable,,,,,,"325,434,455,500,610,000"
1954,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Steno,bredanensis,Rough-toothed dolphin,3650,,,,,,,,,114000,,32,1,wild,medium,acceptable,,,,,,"1,434"
1955,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,truncatus,Bottlenosed dolphin,2831,3689,365,548,1,0.5,858,19350,,200000,,51.6,671,captivity,medium,acceptable,,,,,,"43,445,553,861,067,100,000,000,000,000"
1956,Animalia,Chordata,Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,robustus,Gray whale,2922,2922,395,180,1,0.5,730,500000,,28500000,,77,573,wild,medium,acceptable,,,,,,"4,344,555,731,136"
1957,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Berardius,bairdii,Baird's beaked whale,4383,2922,517,,1,0.3,,,,11380000,,84,,wild,medium,acceptable,,,,,,"434,443,538,680,978"
1958,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Hyperoodon,ampullatus,Northern bottlenose whale,3652,3287,365,365,1,1,365,,,6500000,,37,1,wild,medium,acceptable,,,,,,"1,434,455"
1959,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Mesoplodon,densirostris,Blainville's beaked whale,3287,,,,,,,,,1088000,,,,unknown,small,low,,,,,,"434,441"
1960,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Mesoplodon,europaeus,Gervais's beaked whale,,,,,,,,,,5600000,,48,443,wild,medium,acceptable,,,,,,"443,730"
1961,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Ziphius,cavirostris,Cuvier's beaked whale,,,365,,1,,,,,2701000,,62,443,wild,medium,acceptable,,,,,,"434,443,455"
1962,Animalia,Chordata,Mammalia,Cetacea,Iniidae,Inia,geoffrensis,Amazon dolphin,,,287,,1,,,6800,,84000,,31.3,671,captivity,tiny,acceptable,,,,,,"1,434,443,455,671"
1963,Animalia,Chordata,Mammalia,Cetacea,Iniidae,Lipotes,vexillifer,Yangzte river dolphin or baiji,2920,,319,,1,0.5,730,,,83500,,24,671,captivity,small,questionable,,,,,,"434,443,455,671,978"
1964,Animalia,Chordata,Mammalia,Cetacea,Iniidae,Pontoporia,blainvillei,Franciscana,912,912,319,319,1,0.5,730,7900,,40500,,,,unknown,small,low,,,,,,"434,443,455"
1965,Animalia,Chordata,Mammalia,Cetacea,Kogiidae,Kogia,breviceps,Pygmy sperm whale,,,335,,1,1,,82000,,424600,,17,573,wild,medium,acceptable,,,,,,"434,455,573"
1966,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Delphinapterus,leucas,Beluga,1644,2283,416,679,1,0.3,1004,66000,,1430000,,40,671,captivity,medium,acceptable,,,,,308.95,"4,344,555,385,736,710,000,000"
1967,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Monodon,monoceros,Narwhal,2191,2922,450,608,1,0.3,914,80000,,1250000,,50,561,wild,medium,acceptable,,,,,,"434,455,538,561"
1968,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Neophocaena,phocaenoides,Finless porpoise,2190,1460,320,320,1,0.5,730,7000,24500,32500,,33,671,captivity,small,acceptable,,,,,,"434,443,455,562,671,000,000"
1969,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,Harbor porpoise,1055,1461,320,243,1,1,365,7000,,52500,0.0088,20.4,671,captivity,small,acceptable,,,107.675,28500,,"3,394,334,344,556,710,000,000"
1970,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoenoides,dalli,Dall's porpoise,1826,2375,347,302,1,0.7,1096,,,120000,,22,1,wild,medium,acceptable,,,,,,"1,434,455,538,561,610,000"
1971,Animalia,Chordata,Mammalia,Cetacea,Physeteridae,Physeter,macrocephalus,Sperm whale,2922,3650,502,560,1,0.2,1259,1000000,,28500000,,77,1,wild,medium,acceptable,,,,,,"1,434,447,455,538,610,000,000,000,000"
1972,Animalia,Chordata,Mammalia,Cetacea,Platanistidae,Platanista,gangetica,Ganges dolphin,3652,3652,345,365,1,,,,,70000,,,,unknown,small,low,,,,,,"434,443,542,610,680"
1974,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Greater sac-winged bat,365,,,60,1,1,,3.49,6.8,7.9,,6,424,wild,medium,acceptable,,,0.081,7.8,308.65,"364,204,244,559,781,000"
1975,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,fulvus,Fulvus roundleaf bat,563,563,158,,1,1,,2.34,,7,,13,424,wild,medium,acceptable,,,,,,"424,434,971,978"
1976,Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Macroderma,gigas,Australian false vampire bat,,,,,1,1,,21.6,,150,,22.6,671,captivity,small,acceptable,,,0.639,126,310.15,"36,420,455,671,971,900"
1977,Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Megaderma,lyra,Greater false vampire bat,540,450,150,,1,1,,7.5,,38.6,,14,424,wild,medium,acceptable,,,,,,"424,455,971"
1978,Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus,schreibersii,Schreibers's long-fingered bat,577,730,100,66,1,1,365,2.8,12.5,13,0.0462,22,424,wild,medium,acceptable,,,0.145,10.9,310.85,"36,420,424,434,455,700,000"
1979,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Molossus,molossus,Pallas's mastiff bat,,,108,,1,2,,3.49,,14,,5.6,1283,wild,tiny,acceptable,,,,,,"9,781,283"
1980,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Mormopterus,planiceps,Southern free-tailed bat,,,120,,1,1,,2.06,,8.8,,,,unknown,small,low,,,,,,"455,671,730,978"
1981,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,brasiliensis,Brazilian free-tailed bat,273,547,78,,1,1,365,2.8,,12.5,0.112,12,671,captivity,tiny,acceptable,,,0.117,13.3,309.15,"364,204,244,344,554,000,000,000,000,000,000,000,000,000"
1982,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,teniotis,European free-tailed bat,,,,,1,,,,,35,,13,424,wild,medium,acceptable,,,,,308.25,"4,244,551,019"
1983,Animalia,Chordata,Mammalia,Chiroptera,Mystacinidae,Mystacina,tuberculata,New Zealand lesser short-tailed bat,,,,,1,1,,3.2,,23.5,,7.6,671,captivity,small,acceptable,,,,,,"434,455,671,971"
1984,Animalia,Chordata,Mammalia,Chiroptera,Noctilionidae,Noctilio,leporinus,Greater bulldog bat,,,,,1,1,,,,50,,11.8,671,captivity,medium,acceptable,,,0.4,61,306.95,"36,420,424,434,455,600,000,000"
1985,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura,geoffroyi,Geoffroy's tailless bat,,,120,,1,1,,5.1,,15.2,,10,671,captivity,small,acceptable,,,,,,"434,455,671,971"
1986,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Jamaican fruit-eating bat,289,289,76,,1,2,,5.9,,42.2,,19.2,671,captivity,large,acceptable,,,0.359,46.1,309.55,"36,420,424,455,671,700,000"
1987,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,lituratus,Great fruit-eating bat,,,106,,1,2,220,10.5,,65,,,,unknown,tiny,low,,,0.602,70.1,310.45,"36,420,434,455,671,900,000"
1988,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Seba's short-tailed bat,258,258,95,,1,2,159,5,12.5,15,0.0347,17,671,captivity,large,high,,,0.24,14.9,309.55,"36,420,424,434,455,600,000,000"
1989,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,rotundus,Vampire bat,285,285,189,274,1,2,289,8,,33.2,0.0294,29.2,671,captivity,medium,acceptable,,,0.194,29.4,308.15,"364,204,244,344,556,000,000,000,000,000"
1990,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Diphylla,ecaudata,Hairy-legged vampire bat,,,,,1,,,4.8,,28,,8,974,wild,medium,acceptable,,,,,,"974,978"
1991,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,soricina,Pallas's long-tongued bat,,,106,61,1,2,,,,10,,11,671,captivity,large,acceptable,,,0.164,9.6,308.65,"36,420,424,434,455,600,000,000"
1992,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,curasoae,Southern long-nosed bat,,,122,,1,1,,,,25,,10.1,974,wild,medium,acceptable,,,,,,"974,978"
1993,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Macrotus,californicus,California leaf-nosed bat,120,,270,,1,,,2.52,,11.6,,17,671,captivity,small,acceptable,,,0.082,11.7,308.15,"36,420,424,455,671,700,000"
1994,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Macrotus,waterhousii,Waterhouse's leaf-nosed bat,,,,,1,,,0.59,,16,,10.4,513,wild,medium,acceptable,,,,,,"513,978"
1995,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,discolor,Pale spear-nosed bat,,,105,,1,,,7,,43.4,,9,424,wild,medium,acceptable,,,0.267,33.5,307.75,"36,420,424,455"
1996,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Greater spear-nosed bat,,,120,,1,1,,15.9,,81,,18,424,wild,medium,acceptable,,,0.559,84.2,307.85,"36,420,424,455,971,900"
1997,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,White-lined broad-nosed bat,,,106,,1,2,,8.3,,22,,13,671,captivity,small,acceptable,,,0.25,21.9,309.55,"36,420,434,455,671,900,000"
1998,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira,lilium,Little yellow-shouldered bat,,,105,,1,2,,5.2,,20,,12,671,captivity,small,acceptable,,,0.237,21.4,309.55,"36,420,434,455,671,900,000"
1999,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,brachyotis,Lesser short-nosed fruit bat,213,213,112,,1,2,,6.2,,45,,10.1,671,captivity,medium,acceptable,,,0.262,37.2,309.65,"36,420,434,455,671,900,000"
2000,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,sphinx,Greater short-nosed fruit bat,150,525,120,42,1.2,2,,11,25,75,,10,671,captivity,small,acceptable,,,,,,"434,455,671"
2001,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Dobsonia,moluccensis,Moluccan naked-backed fruit bat,,,150,180,1,1,,55,,430,,12.3,671,captivity,small,acceptable,,,1.411,312.4,309.95,"36,420,434,455,671,900"
2002,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,helvum,Straw-colored fruit bat,,,275,65,1,1,365,50,135,306.25,,21.8,671,captivity,large,acceptable,,,,,307.65,"42,443,445,567,197,100,000,000"
2003,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,gambianus,Gambian epauletted fruit bat,,,150,,1,1.5,,10,,80,,7.8,671,captivity,small,acceptable,,,,,,"434,455,671,978"
2004,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,wahlbergi,Wahlberg's epauletted fruit bat,,,165,,1,2,,,,80,,10.1,671,captivity,tiny,acceptable,,,,,,"434,455,671,971"
2005,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Haplonycteris,fischeri,Philippine pygmy fruit bat,120,315,90,70,1,1,,2.74,,18,,10,434,unknown,medium,acceptable,,,,,,"434,455,971,978"
2006,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,Hammer-headed fruit bat,180,420,120,,1.3,2,,40,,330,,,,unknown,small,low,,,,,,"434,455,542,671,971"
2007,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,alecto,Black flying fox,,,,,1.2,1,,,,672.1,,19.7,671,captivity,small,acceptable,,,,,,"455,671,730,971"
2008,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,conspicillatus,Spectacled flying fox,,,180,,1,,,,,775.7,,,,unknown,small,low,,,,,,"455,671,730"
2009,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,dasymallus,Ryukyu flying fox,,,,,1,,,,,435,,24,671,captivity,small,acceptable,,,,,,"671,730,971"
2010,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,giganteus,Indian flying fox,365,365,145,120,1,1,365,45,,1175,,40,671,captivity,large,high,,,1.622,562.2,309.85,"36,420,424,434,455,600,000"
2011,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,hypomelanus,Variable flying fox,,,,,1,1,,,,450,,20.3,671,captivity,medium,acceptable,,,1.618,520.8,308.85,"36,420,434,671,971"
2012,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,livingstonii,Comoro black flying fox,,,152,,1,,,137,,696.5,,15,671,captivity,medium,acceptable,,,,,,"671,730,978"
